Materials-1,Materials-2,Electrolyte concentration ,Electrolyte,ElectrodeConfiguration,Cell Configuration,Voltagewindow ,Specific surface area ,Pore volume ,Pore size ,Scan rate,Current density,CycleNumber,Capacitance 
Lemon grass  (Cymbopogon Citratus),LG-0.7,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,1694.00,0.96,2.26,8.50,1,6000,71.36
Lemon grass  (Cymbopogon Citratus),LG-0.7,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,1694.00,0.96,2.26,9.00,1,6000,65.63
Lemon grass  (Cymbopogon Citratus),LG-0.7,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,1694.00,0.96,2.26,9.50,1,6000,60.29
Lemon grass  (Cymbopogon Citratus),LG-0.7,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,1694.00,0.96,2.26,10.00,1,6000,54.84
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,1.00,1,6000,155.48
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,1.50,1,6000,136.12
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,2.00,1,6000,113.96
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,2.50,1,6000,109.44
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,3.00,1,6000,103.71
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,3.50,1,6000,98.87
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,4.00,1,6000,94.24
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,4.50,1,6000,89.40
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,5.00,1,6000,83.85
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,5.50,1,6000,80.25
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,6.00,1,6000,76.12
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,6.50,1,6000,72.10
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,7.00,1,6000,68.25
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,7.50,1,6000,64.28
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,8.00,1,6000,59.78
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,8.50,1,6000,55.70
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,9.00,1,6000,51.29
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,9.50,1,6000,46.09
Lemon grass  (Cymbopogon Citratus),LG-0.9,1.00, H₂SO₄,two-electrode system,LGs waste supercapacitor cells,0.50,795.00,0.47,2.38,10.00,1,6000,42.80
